Entrez_IDs,Gene_Symbol,d0,d7,d12,d19,d26,d33,d49,d63,d77,Cluster,Radius,Angle,Autism,Holoprosencephaly,Microcephaly,Lissencephaly,Alzheimers,Tauopathy
129880,BBS5,-1.3713292343,-1.0378911228,-0.8437229026,0.314838914,0.1615025163,0.0229867793,0.2266046776,1.9564678203,0.570542552,5,2.54669586,1.2516174702,no,no,no,no,no,no
129881,C2orf77,-1.271546524,-1.1143654763,-1.0295722826,0.3113861839,-0.3328724724,0.1783734939,0.7030252678,1.4803189037,1.075252906,5,2.7514659341,1.1550668446,no,no,no,no,no,no
1299,COL9A3,0.2942135815,-0.517432679,-0.8951203491,-0.5426441855,-0.8868449778,-0.6202085274,-0.1075990322,1.6722586056,1.6033775638,6,2.4644160508,0.4474837011,no,no,no,no,no,no
1300,COL10A1,-1.1442103906,-1.5516477468,-0.793908952,-0.3586560215,1.0915752172,0.5633268875,0.2170694515,0.9014123893,1.0750391653,5,2.462178651,1.2042626831,no,no,no,no,no,no
130026,ICA1L,-1.9476418274,-0.6510578344,-0.0891448539,-0.1315327394,0.3742698063,-0.3856093278,0.2170182985,1.2521313664,1.3615671116,5,2.611497178,1.5165220477,no,no,no,no,no,no
1301,COL11A1,-1.4778398896,-1.5217075415,-0.4912650705,-0.3235424895,1.0069671164,0.5436749128,0.4527135866,0.9052145715,0.9057848038,4,2.5240454741,1.3641270252,no,no,no,no,no,no
130106,CIB4,-0.7061101779,-0.7282334729,-0.7085658231,-0.6121676763,-0.5258608996,-0.4928875918,0.7452352363,1.9797231204,1.0488672849,6,2.5009682024,0.9068096917,no,no,no,no,no,no
130120,REG3G,-0.5623804156,-0.5623804156,-0.5623804156,-0.5623804156,-0.4056043078,-0.425150188,-0.4382615558,1.8205816729,1.697956041,6,2.3473802426,0.827999349,no,no,no,no,no,no
130132,RFTN2,-1.4305462306,1.1021510977,1.3273929463,1.0427550854,0.2755054045,0.0139145564,-0.7413289834,-0.7915338501,-0.7983100261,3,2.6737388974,3.1903314011,no,no,no,no,no,no
130162,C2orf63,-2.0231100298,-1.0563217379,-0.0751157401,0.5015640896,0.3318396643,-0.0233622757,0.8485955929,1.2884870983,0.2074233384,4,2.5709343914,1.673025396,no,no,no,no,no,no
1302,COL11A2,-1.1609130584,-0.7233905909,2.2431442009,-0.2299044439,-0.7248205397,-0.0515972581,-0.2395182395,0.2623171178,0.6246828118,3,1.1365825918,2.3090856177,no,no,no,no,no,no
130271,PLEKHH2,-1.2016747037,0.2198496053,-0.8565237839,-0.6325835978,-0.9548292183,-0.0914506982,0.7037555511,1.4260339113,1.3874229343,6,2.275162748,1.1547346286,no,no,no,no,no,no
130340,AP1S3,2.3782963577,-0.7792527318,0.3248083161,-0.3698008618,0.5739271928,-0.442267613,-0.4844225206,-0.5199791588,-0.6813089806,1,2.4780862412,5.1602398637,no,no,no,no,no,no
130355,C2orf76,-1.9141969213,-0.7952771603,1.2385840099,0.5494672867,0.1323958143,-0.4518875541,0.4629282788,1.1402303798,-0.3622441339,4,2.0496727628,2.1249113388,no,no,no,no,no,no
130367,SGPP2,-1.3598584819,-1.1962162536,-1.1033440895,-0.0222260756,0.101497111,0.4985675587,1.0879896081,1.1867886779,0.8068019449,5,2.7181257904,1.2316975204,no,no,no,no,no,no
130399,ACVR1C,0.983030168,1.6282113561,0.3163447634,-0.4756838702,-1.1769826034,-1.2091264962,-0.604565019,0.8602830698,-0.3215113684,2,1.4495129876,4.8844813368,no,yes,no,no,no,no
130497,OSR1,-1.1878192549,-0.2095260296,-0.7769166017,-1.0564292772,0.2855760682,1.8731534395,0.1468643278,-0.1642738286,1.0893711564,4,1.7079245117,1.5020045098,no,no,no,no,no,no
130507,UBR3,-0.8731414961,-0.7803611951,-0.601220385,-0.6650322423,-0.3820581252,-0.0802106745,0.0978866183,1.2745344074,2.0096030925,6,2.5854935768,0.9606426643,no,no,no,no,no,no
130535,KCTD18,-1.5114545838,-0.9503269334,-1.073172879,-0.2782095254,0.3240558979,0.4146109418,0.9791669868,1.3237054817,0.7716246135,5,2.7154266293,1.2960392588,no,no,no,no,no,no
130540,ALS2CR12,-0.7409214722,-0.8182745627,-0.7340089894,-0.2251913653,-0.0633334515,-0.5893292784,-0.199449605,1.4395747288,1.9309339956,6,2.5052285254,0.9143310036,no,no,no,no,no,no
130574,LYPD6,-0.6728904159,-1.0695522761,-0.7870181772,-0.8597782697,-0.3726561345,0.1016467033,0.6975952503,1.5817233871,1.3809299327,6,2.7069862917,0.8883857359,no,no,no,no,no,no
130576,LYPD6B,-1.0532514387,-1.1507750811,-1.0363874564,-0.5842537922,-0.1423274462,0.6647993326,0.9539992333,1.2779807676,1.0702158811,5,2.7183666251,1.0758409286,no,no,no,no,no,no
1306,COL15A1,-0.9630445231,-0.9155158928,-0.8172797954,-0.4325985018,-0.4503564259,0.1575475193,0.4318800992,0.9962028023,1.9931647183,6,2.6949851486,1.0020331115,no,no,no,no,no,no
1307,COL16A1,0.0028005881,-0.6421801995,-0.7461903646,-0.7369402188,-0.6912982841,-0.3664238401,-0.0684766374,1.0794636349,2.1692453214,6,2.4563369607,0.5793472799,no,no,no,no,no,no
130749,CPO,1.7008323965,-0.7613383157,0.6704320162,-0.3065116675,0.3689187831,1.1150410748,-0.8326822905,-0.9987559473,-0.9559360498,1,1.9546908272,4.8045857707,no,no,no,no,no,no
130752,MDH1B,-0.8066302915,-0.8032580768,-0.8688262223,-0.1781955658,-0.2257579911,-0.4601190681,0.0433325913,1.9735768302,1.3258777942,6,2.5675322046,0.9420863394,no,no,no,no,no,no
1308,COL17A1,2.6104715637,-0.4676874669,-0.4775049054,-0.5382091806,-0.4713786273,-0.448080716,-0.0387877604,-0.0126570949,-0.1561658122,1,2.801767237,5.5176568133,no,no,no,no,no,no
130813,C2orf50,-1.0976178586,-1.124875506,-1.0331888861,0.6208213675,-0.0105449579,-0.2887479889,0.1492481116,1.6085317358,1.1763739826,5,2.6006358046,1.0994435383,no,no,no,no,no,no
130827,TMEM182,-1.6691621558,0.0815172447,-0.2095147777,0.5298790953,0.5064850592,1.9409726118,0.0803772836,-0.460389884,-0.8001644772,3,2.0273135172,2.540750322,no,no,no,no,no,no
130888,FBXO36,-1.3642905932,-0.9757141847,-0.8056588957,0.0751623365,-0.0111919236,-0.0770751944,0.3542118486,1.885836271,0.9187203354,5,2.6702666958,1.2023391396,no,no,no,no,no,no
130916,MTERFD2,1.7004973656,1.3942746552,0.6182374586,-0.0102679573,-0.7182766271,-0.7009737763,-0.9165840751,-0.6967682035,-0.6701388401,2,2.6002367547,4.6203167727,no,no,no,no,no,no
130940,CCDC148,-1.9804549989,-0.5126079478,0.1755944395,0.3274269495,0.0054256378,-0.5461543672,-0.0664949962,1.3247112207,1.2725540625,5,2.4470549429,1.6003870333,no,no,no,no,no,no
1310,COL19A1,-0.7762083561,-0.7410838985,-0.3674780393,-0.5233543657,-0.130227524,-0.0028773801,-0.26188391,0.30040232,2.5027111536,6,2.1532163621,0.9824418088,no,no,no,no,no,no
131034,CPNE4,-1.0886198219,-0.9224389531,-0.3624143362,-0.2488644739,2.313918822,0.5405077067,0.0426294823,-0.3432891873,0.0685707613,4,1.3860669354,2.0078679334,no,no,no,no,no,no
131076,CCDC58,2.4402045038,0.3412994979,0.2153699351,-0.2174400815,-0.1093817559,-0.4970981023,-0.7058270377,-0.7039089877,-0.7632179716,1,2.8164319625,4.9543572831,no,no,no,no,no,no
1311,COMP,-0.7212140917,-0.8312852642,-0.5208786433,-0.4161752622,-0.2541278067,0.0920955032,-0.1290732796,0.297501807,2.4831570375,6,2.259528904,0.9450182897,no,no,no,no,no,no
131118,DNAJC19,1.5799155255,1.4598826622,0.1480585807,0.0966073191,0.0855738893,-0.9685183149,-1.2536411535,-0.2862102725,-0.861668236,2,2.4237729334,4.6074433972,no,no,no,no,no,no
131177,FAM3D,-1.3406894439,-1.2994370024,-0.0141482495,-0.36875986,-0.5017718292,1.4760001213,0.8649499714,1.091219466,0.0926368264,4,2.1169271197,1.4254648265,no,no,no,no,no,no
1312,COMT,-0.7458829981,-1.3688434727,-1.2122300689,0.0397569253,-0.1149139395,0.1328118301,0.531978,1.2298663747,1.5074573491,6,2.8097062952,0.931233352,yes,no,no,no,no,no
131368,ZPLD1,-1.0737074258,1.3164812168,0.9497153687,0.9254400731,0.7566495027,0.012847833,-0.9771217906,-0.997272792,-0.9130319859,3,2.6529651857,3.3395424196,no,no,no,no,no,no
131375,LYZL4,-0.6758390802,-0.7224729904,-0.0018443868,-0.5722217297,-0.7224729904,-0.3270612664,-0.1593768581,2.290357134,0.8909321681,6,2.0985614763,0.9160390702,no,no,no,no,no,no
1314,COPA,-0.8456622961,-1.2124014572,-0.8015203478,0.0878899309,-0.2495749505,2.1723773384,0.5876091257,0.08677377,0.1745088864,4,1.6385394646,1.3384091405,no,no,no,no,no,no
131405,TRIM71,1.8648042531,0.9136717881,1.0414288016,-0.3133604713,-0.5239734569,-0.6772473132,-0.7562721901,-0.7741026719,-0.7749487393,2,2.7000643225,4.6554600362,no,no,no,no,no,no
131408,FAM131A,-1.9825844039,-0.5420118943,1.0223067048,-0.9144306856,0.1441483567,0.3839627581,1.1370311438,0.650385969,0.1011920514,4,2.1704836644,1.986744801,no,no,no,no,no,no
131450,CD200R1,-1.7865721247,-0.9603415747,-0.2421408756,0.5614661097,-0.0611413423,0.3038668604,1.7325357105,0.6211157814,-0.1687885446,4,2.2674550362,1.7374861577,no,no,no,no,no,no
131474,CHCHD4,2.5840113776,-0.8835001288,-0.2004802986,-0.2921473507,-0.5215401451,-0.2951417901,-0.1718847176,-0.0645853049,-0.1547316418,1,2.7524126676,5.5260616312,no,no,no,no,no,no
131540,ZDHHC19,2.6003944928,-0.1949173378,-0.5145787338,0.0126456948,-0.1488352,-0.2765043438,-0.2294221586,-0.6693059737,-0.5794764399,1,2.7181675874,5.2325227045,no,no,no,no,no,no
131566,DCBLD2,-1.8286712249,-0.1981045534,1.8519461862,0.6588637077,-0.2974392425,-0.5272895672,-0.366359347,0.3868722207,0.3201818205,3,1.9110211713,2.4731559073,no,no,no,no,no,no
131583,FAM43A,-0.0753268938,-0.903012184,-1.1631978658,-0.5543024847,-0.6893314929,0.0165299156,0.2998928583,1.8841024451,1.1846457022,6,2.6703442777,0.6416848734,no,no,no,no,no,no
131601,TPRA1,-1.5796407639,1.9024173404,-0.7017401002,-0.37255891,-0.6640652929,0.0546524717,0.1080234401,0.7094358244,0.5434759904,3,1.4852370114,2.124969136,no,no,no,no,no,no
131616,TMEM42,-2.0775301706,0.0086894936,-0.9669018982,0.6383935286,0.7817657755,1.2608989259,0.2412830832,0.2512205868,-0.1378193249,4,2.3458610547,2.0542464782,no,no,no,no,no,no
131669,UROC1,-0.9182901737,-0.9491816926,-0.9901501328,0.6009315667,-0.7398220383,-0.0161813876,0.4380953076,1.9432247305,0.6313738201,5,2.4269783043,1.0399255232,no,no,no,no,no,no
1317,SLC31A1,-0.5362351916,-1.1164966624,-0.2862376897,-1.0643066405,-0.897054298,1.3853388395,0.624708906,1.3637644916,0.5265182451,5,2.050834253,0.9189824172,no,no,no,no,no,no
1318,SLC31A2,-1.0583095427,-0.8851574953,-0.9118960149,0.4116545432,-0.3453072141,-0.2336698877,0.2123356175,2.0861686344,0.7241813595,5,2.4677363284,1.092728603,no,no,no,no,no,no
131831,FAM194A,-1.0544226012,-0.9284700086,-1.070858496,-0.0549398701,0.745643964,-0.2258485828,-0.0963399778,1.9148332957,0.7704022769,5,2.4113127739,1.1234938041,no,no,no,no,no,no
131870,NUDT16,-1.7490485552,-0.9658200651,-0.284191908,0.4084772826,1.2550160697,1.1182671286,0.8328374108,-0.1469053227,-0.4686320408,4,2.0961662584,2.0845736277,no,no,no,no,no,no
132,ADK,2.4978712546,-0.6093204117,-0.1326599555,-0.3768866757,-0.3538608288,0.2243980266,-0.2186462609,-0.0281206565,-1.002774492,1,2.5832887787,5.3028148636,no,no,no,no,no,no
132001,TAMM41,1.1158377507,1.8858722863,0.4368484588,0.1377025988,-0.1508186741,-0.7459734588,-0.8038762588,-0.9837830109,-0.8918096919,2,2.5641345155,4.3075089726,no,no,no,no,no,no
132014,IL17RE,2.5655350391,-0.5287866277,-0.7482048193,-0.5603283598,-0.0278350452,-0.2824140705,-0.3808550904,0.1199447256,-0.1570557518,1,2.7540170686,5.5597995654,no,no,no,no,no,no
132112,RTP1,2.6440243545,-0.4879889251,-0.0734153116,-0.4378337053,-0.1975756539,-0.367886341,-0.2739215755,-0.3935509394,-0.4118519027,1,2.7730146534,5.3146659505,no,no,no,no,no,no
132158,GLYCTK,0.3690571301,-0.5020547697,-0.3523535994,-0.7272140734,2.4243424398,-0.2379999844,0.3625283937,-0.6819574285,-0.6543481082,3,0.4266582807,4.2253673888,no,no,no,no,no,no
132160,PPM1M,-1.3113751115,-1.1907284934,-1.3818726087,0.5556756219,0.5697387819,0.936954968,0.793638482,0.1375500807,0.8904182792,4,2.3429411039,1.3600739622,no,no,no,no,no,no
132203,SNTN,-0.9247942194,-0.9177508238,-0.8128094268,0.3004885397,-0.2397705131,-0.2209647634,-0.0356168685,2.2560397714,0.5951783039,6,2.3535508763,1.0474899181,no,no,no,no,no,no
132204,SYNPR,-1.5331975865,-1.2656278135,-1.0182934072,0.1465949542,0.5374933713,0.9658472235,1.0891264831,0.5422040985,0.5358526765,4,2.4927563763,1.434011568,no,no,no,no,no,no
132228,C3orf45,2.6250149126,-0.0462966238,-0.1734621946,-0.3094309444,-0.466997061,-0.404189579,-0.6532275655,-0.356060756,-0.2153501883,1,2.8195992798,5.2772746193,no,no,no,no,no,no
132299,OCIAD2,2.6449559384,-0.5927513218,-0.2026953691,-0.2220017774,-0.1710771114,-0.3196260141,-0.3909599945,-0.3785777442,-0.3672666058,1,2.761386519,5.3469910826,no,no,no,no,no,no
132321,C4orf33,-1.5815915359,-0.8235754085,-0.7485552279,0.6418482709,-0.1718964357,0.8923465974,-0.1804679894,1.7089291295,0.2629625996,4,2.3314910305,1.4539407527,no,no,no,no,no,no
132332,TMEM155,-0.6820499646,-1.15306839,-0.7641159829,-0.8429961663,-0.6377085019,0.5363510533,1.2102627758,1.2879918926,1.0453332839,5,2.572508299,0.9250194947,no,no,no,no,no,no
1325,CORT,-1.5981938767,-1.1852982108,-0.3986323721,0.2844766341,1.593624101,0.2689169922,1.0393774341,0.2310395477,-0.2353102494,4,2.0388282867,1.8502254856,no,no,no,no,no,no
1326,MAP3K8,-2.353981333,0.3677717881,-0.2549765981,0.8237557945,0.6114409308,0.3104874607,-0.0451439389,0.9636769985,-0.4230311026,3,2.5146454066,2.2186542015,no,no,no,no,no,no
132625,ZFP42,2.6426037785,0.0162808087,-0.3100751252,-0.3722637709,-0.3929450617,-0.3810169268,-0.399603195,-0.4024965217,-0.400483986,1,2.8208791435,5.2611833767,no,no,no,no,no,no
132671,SPATA18,-1.263591973,-1.2518704348,-0.9311673545,0.8454755969,-0.1788579121,0.0363278895,0.4449096049,1.5857457431,0.71302884,5,2.5451915818,1.2097053162,no,no,no,no,no,no
132720,C4orf32,2.5763557599,-0.5303356937,-0.4516635665,-0.3355262986,-0.4047888206,-0.5362909582,-0.495899236,-0.0710983789,0.2492471926,1,2.8057209871,5.5502955541,no,no,no,no,no,no
132789,GNPDA2,-1.6309219888,-0.8976553774,-0.6143269299,-0.7242778522,0.3349644932,0.5424103617,1.0373627838,1.3253502879,0.6270942218,5,2.6089969355,1.3865573089,no,no,no,no,no,no
132851,SPATA4,-1.119791769,-1.0716833652,-1.0147512433,0.032765902,-0.2444307717,0.2338440791,0.4683843409,1.8801061624,0.8355566649,5,2.6846694962,1.0953087346,no,no,no,no,no,no
132864,CPEB2,-0.838448836,-0.6769032241,-0.8510334621,-0.5767996255,-0.5822941748,-0.3182085654,0.8449549258,1.7556652328,1.2430677292,6,2.5991953868,0.9549596099,no,no,no,no,no,no
132884,EVC2,1.0881101798,1.9760579161,0.1857323586,0.0229101439,0.0988093262,-0.8138311942,-0.9748982786,-0.7701411841,-0.8127492679,2,2.4146010993,4.3338321846,no,no,no,no,no,no
132946,ARL9,-1.8487344439,1.7875621178,-0.3951797802,-0.7487790008,0.708568029,-0.0788497626,0.082100403,0.3756147131,0.1176977245,3,1.9064698791,2.4485408778,no,no,no,no,no,no
132954,PDCL2,1.8001465911,1.1588336406,-0.7696229188,0.2717960889,0.6173382737,-0.7696229188,-0.7696229188,-0.7696229188,-0.7696229188,2,2.2851431831,4.7694193461,no,no,no,no,no,no
132989,C4orf36,1.0261520237,1.9104777974,-0.818740745,0.459556116,0.302457217,-0.6223104487,-1.1164021627,-0.4304220586,-0.710767739,2,1.8754494098,4.4548342806,no,no,no,no,no,no
133,ADM,2.6516860901,-0.5534613536,-0.3939098966,-0.2791945092,-0.196394494,-0.2382543783,-0.2702666631,-0.3336511185,-0.3865536768,1,2.7648129126,5.386417603,no,no,no,no,no,no
133022,TRAM1L1,-1.8454901506,-1.1050146007,-0.7373977606,0.3723250835,0.6516516609,0.5113052656,0.7205720671,1.1956276921,0.2364207426,4,2.5972948801,1.5598373083,no,no,no,no,no,no
133121,ENPP6,-0.5493115593,-1.2614253064,-0.907693948,0.2914351614,1.9995150524,-0.1892618446,0.1525659348,-0.4867070845,0.9508835941,4,1.3067571924,1.263782665,no,no,no,no,no,no
133308,SLC9B2,-1.2579582476,-0.160999181,-1.0121116075,-0.4255374566,-0.4089440664,-0.149368932,0.2814199551,1.5034446006,1.6300549354,6,2.5439648233,1.1355490303,no,no,no,no,no,no
133383,C5orf35,2.0742090429,0.8929243351,0.5083113864,-0.2697761016,-0.0047990279,-0.7885065394,-0.7880992184,-0.7521285005,-0.8721353766,2,2.7627084771,4.7342540263,no,no,no,no,no,no
133418,EMB,1.904070263,0.2721676116,-0.7544099273,-1.0162246338,-0.2684436557,-1.1607961734,-0.34613847,1.017401426,0.3523735594,1,2.3434632821,5.7621335175,no,no,no,no,no,no
133522,PPARGC1B,2.6470487559,-0.4761238323,-0.2735115713,-0.1975401972,-0.4501185787,-0.2732789361,-0.1309562234,-0.4037981056,-0.4417213112,1,2.7684772904,5.3463382218,no,no,no,no,no,no
133686,NADKD1,-2.0970331367,1.1135267835,0.0020215478,-0.3933800828,0.0789594394,1.3651226359,0.3300937227,0.0735452759,-0.4728561856,3,2.3061510957,2.4931574973,no,no,no,no,no,no
133690,CAPSL,-1.0147297474,-1.0151611446,-0.9326985525,0.0821711396,-0.248122812,-0.0969207059,0.1999659052,1.9459540382,1.0795418793,6,2.6552289855,1.0392357581,no,no,no,no,no,no
133746,JMY,-0.9294631213,-0.4756816353,-1.1631877197,-0.7866596001,-0.5710415695,0.5713763362,0.7357765528,0.9127090125,1.7061717444,6,2.5579004834,1.0097676558,no,no,no,no,no,no
133874,C5orf58,2.4409962162,0.6884364744,-0.2589281563,-0.285484972,-0.5315172649,-0.3300928098,-0.4833431458,-0.5080677635,-0.7319985783,1,2.7599198632,5.0405856541,no,no,no,no,no,no
133923,ZNF474,-1.0416073252,-1.0305019165,-0.9333617277,0.0793558482,-0.293938766,-0.1741872159,0.3550711824,1.7589224653,1.2802474554,6,2.7195649761,1.0401866325,no,no,no,no,no,no
134,ADORA1,0.0211041377,2.5370022462,0.2775834196,-0.2016324721,-0.5485922731,-0.566702193,-0.5515885977,-0.6438964264,-0.3232778413,2,1.887380258,3.8978628751,no,no,no,no,no,no
134111,UBE2QL1,-1.8815629877,0.9157463399,-0.082020526,-0.1608228327,-0.9717972081,-0.270344104,0.2701083235,0.8449969613,1.3356960338,6,1.9840803006,1.7648174389,no,no,yes,no,no,no
134121,C5orf49,-0.9262887139,-0.9264126332,-0.8536974399,-0.0235242899,-0.2962014886,-0.2493888786,0.1421747436,2.0541868587,1.0791518418,6,2.590531875,1.0013618659,no,no,no,no,no,no
134145,FAM173B,1.6025582023,0.1035621846,0.5616492515,-1.1659576199,0.7781179316,-1.6831434064,-0.4368936199,0.3298558831,-0.0897488069,1,1.7915299061,5.2142165705,no,no,no,no,no,no
134218,DNAJC21,2.4080431523,-0.1244556817,0.1922958247,0.0145571695,-0.2181305151,0.139559971,-0.4960136912,-0.9454916871,-0.9703645424,1,2.6963299928,4.9567577663,no,no,no,no,no,no
134265,AFAP1L1,2.646741556,-0.4934302576,-0.2130856525,-0.1320527972,-0.2319046003,-0.4626488623,-0.3987295064,-0.4126698322,-0.3022200475,1,2.7771944765,5.3344454243,no,no,no,no,no,no
134266,GRPEL2,2.4999928456,0.1620858629,0.2466289926,-0.3961417354,-0.5193745173,-0.0838261957,-0.5410668514,-0.6975561961,-0.6707422053,1,2.7949422562,5.0405491156,no,no,no,no,no,no
134285,TMEM171,2.6660249734,-0.3159912811,-0.3364768987,-0.2944770121,-0.350225783,-0.3327256791,-0.340182743,-0.3731525371,-0.3227930394,1,2.8097691812,5.3421669017,no,no,no,no,no,no
134430,WDR36,2.4548997998,0.3623540143,0.0326436643,-0.4768772611,-0.5946758829,0.1411414833,-0.5535110722,-0.662854358,-0.7031203875,1,2.7510766532,5.0413105979,no,no,no,no,no,no
134492,NUDCD2,1.154189183,0.8224491798,1.2012972738,0.1423179412,0.4879663434,-0.6437236344,-0.9024547268,-0.6296609656,-1.6323805944,2,2.6438657157,4.2632567317,no,no,no,yes,no,no
134510,UBLCP1,1.9176277155,1.2802154288,0.4090257295,-0.1632898381,-0.7038108601,-0.6001195131,-0.6271095591,-0.5358835766,-0.9766555269,2,2.6693917832,4.7073802837,no,no,no,no,no,no
134526,ACOT12,2.5736371656,0.2917203779,-0.5599970064,-0.4115529402,-0.1884683979,-0.4165306495,-0.4647067992,-0.5599970064,-0.2641047439,1,2.7601217669,5.2379180433,no,no,no,no,no,no
134548,ANKRD43,-0.9545014989,-1.2203762719,-0.9585410626,-0.4493171577,-0.2690501899,0.7250145877,0.7335736384,1.6860165398,0.7071814152,5,2.6357374158,1.045060384,no,no,no,no,no,no
134549,SHROOM1,1.5103264285,-1.2285852076,0.2417627948,0.5366981871,1.282471276,0.0554783742,-1.2334621898,-0.6704012653,-0.4942883979,1,1.5265592833,5.0166176409,no,no,no,no,no,no
134553,C5orf24,-2.5009766492,-0.1556033535,0.5370895967,0.0631437852,0.1602939459,0.0543974751,0.9056467982,0.7340359681,0.2019724336,4,2.6822071362,2.0519929172,no,no,no,no,no,no
1346,COX7A1,2.5592648887,-0.2799135996,0.3515543251,-0.3602523693,-0.6394331592,-0.5041544945,-0.5211871221,-0.2926315241,-0.313246945,1,2.7625325638,5.2427104471,no,no,no,no,no,no
134637,ADAT2,1.6282601974,1.3747931925,0.7901077023,-0.2364934417,-0.3206163643,-0.8313044234,-0.6189315638,-0.9520970028,-0.8337182962,2,2.6886211714,4.5263497262,no,no,no,no,no,no
134829,CLVS2,-0.6108877736,0.7901201837,0.5120208108,-0.4371767688,-0.2691629038,-1.0064725849,-0.8935045365,-0.2323667493,2.1474303224,6,0.5169615247,1.5546644254,no,no,no,no,no,no
1349,COX7B,2.3516146494,-0.4949838063,0.8529242983,-0.2514178013,-0.2838170647,-0.2756616212,-0.4487095632,-0.6128342499,-0.8371148411,1,2.6117808936,5.0084874829,no,no,no,no,no,no
1351,COX8A,1.73456753,-1.7625345611,-0.5747563083,0.0607397654,0.5532972181,0.9400449153,-0.1804730186,-0.2605663344,-0.5103192065,1,1.7517430854,5.7350517383,no,no,no,no,no,no
135112,NCOA7,0.0288492814,-1.1213003187,-1.2059790417,-0.8780787853,-0.3337940702,0.2302882373,1.2986551052,0.3979756709,1.5833839211,6,2.4966470546,0.6381800888,no,no,no,no,no,no
135114,HINT3,-1.9395811878,-0.7729460262,-0.4091086171,-0.2419081212,0.0692228769,1.1525927548,1.0540711809,0.9790658101,0.1085913295,4,2.5084675336,1.6605670748,no,no,no,no,no,no
135138,PACRG,-1.0758409864,-1.0504513489,-0.9449200681,-0.1256555933,-0.0578870399,-0.0939655242,0.3825989959,1.8524886392,1.1136329256,6,2.71866329,1.0615560776,no,no,no,no,no,no
135154,C6orf57,-1.7665254025,0.5432788672,1.603304103,0.3654235947,0.7706862517,-0.7381749757,-0.4489247224,0.3282043302,-0.6572720462,3,2.3012993351,2.8659090496,no,no,no,no,no,no
1352,COX10,2.40235567,0.5975429954,0.0858803904,-0.0842309838,-0.6124878232,-0.4628275822,-0.4990932711,-0.7268188241,-0.7003205714,1,2.7952934922,4.9630757126,no,no,no,no,no,no
135228,CD109,2.6178006508,-0.5516605973,-0.6827806462,-0.3570041475,-0.2621584995,-0.2989600552,-0.2554639253,-0.0614085461,-0.1483642338,1,2.7917422394,5.5297559414,no,no,no,no,no,no
135293,PM20D2,-0.5192056903,-0.9359990145,-0.1022122646,-0.8134676714,-0.1445610924,-0.8716005828,0.1771699422,1.9354880738,1.2743882999,6,2.2619701591,0.8340329253,no,no,no,no,no,no
135295,SRSF12,-2.0076465449,1.0011348502,1.4026557145,0.1632188205,0.3124047793,0.0042983559,0.271574268,-0.3063373589,-0.8413028845,3,2.7149271396,2.8936704079,no,no,no,no,no,no
135398,C6orf141,-0.2269337625,2.2314767789,1.0579462198,-0.1558426361,-0.2572024322,-0.6386860482,-0.6796057496,-0.7077370127,-0.6234153574,2,2.3208025104,3.7514683284,no,no,no,no,no,no
135458,HUS1B,2.2799799645,-0.3903446002,-0.0986912968,-0.284169675,-0.1029838479,0.8822878995,-0.6563747692,-0.7406979568,-0.8890057182,1,2.4072459113,5.0881774106,no,no,no,no,no,no
1356,CP,-0.5546354272,-0.5688614408,-0.5583854402,-0.5122773727,-0.4783246076,-0.4695831849,-0.2676911564,1.2251056767,2.1846529531,6,2.3581298654,0.8241012947,no,no,no,no,yes,yes
135656,DPCR1,1.0357169952,1.9077670427,0.6779686216,-0.3287521951,-0.0417764325,-0.6656752644,-1.0209566107,-0.8502252745,-0.7140668824,2,2.4947316371,4.2981529697,no,no,no,no,no,no
1357,CPA1,-1.575890589,-1.2438010715,-0.7308297988,0.5487297643,0.392595606,1.1887548444,-0.2968452716,0.8118020247,0.9054844915,4,2.4086180205,1.4530635054,no,no,no,no,no,no
1358,CPA2,-1.2151271596,-0.8222851904,-0.8997281618,-0.4639840888,1.9925118132,0.4552936199,-0.0929820352,0.734227227,0.3120739757,4,1.8184471696,1.5354579531,no,no,no,no,no,no
135886,WBSCR28,-1.0004193775,-1.0530281105,-1.0530281105,-0.3959563971,-0.5656290544,0.8542206205,0.950416243,0.8970010556,1.3664231311,5,2.6567195618,1.0562832321,no,no,no,no,no,no
135932,TMEM139,-1.177581733,-0.9897079194,-0.6288673245,-0.484602354,0.1460443356,-0.189938334,0.5226568799,0.7897298064,2.0122666432,6,2.6297781864,1.1181238505,no,no,no,no,no,no
1360,CPB1,-0.5533271539,-0.5601171006,-0.5243995143,-0.5458009196,-0.5308813615,-0.4639265187,-0.1613252497,1.0753059499,2.2644718685,6,2.3404693083,0.8252165585,no,no,no,no,no,no
136051,ZNF786,1.1367567191,2.2042787982,-0.3446858513,-0.3131214361,-0.3795961752,-0.3481454443,-0.4259166196,-0.6764953605,-0.8530746304,2,2.1591852564,4.4398107801,no,no,no,no,no,no
1362,CPD,-2.0183127798,-0.7882133592,-0.0175925257,-0.4430698749,0.4690991429,0.9242521018,1.3457624774,0.4686207738,0.0594540435,4,2.4291570573,1.827414066,no,no,no,no,no,no
136259,KLF14,-0.8180958828,-0.79441793,-0.9362004331,-0.4091932122,-0.4566970938,0.0276199679,1.9568418699,1.2602729941,0.1698697199,5,2.1440738787,1.0827047989,no,no,no,no,no,no
136288,C7orf57,-0.9820005449,-1.1487896733,-1.0358283445,0.7168938293,-0.1906278846,-0.2024441347,0.205281264,1.8342056576,0.803309831,5,2.4985183401,1.0688920849,no,no,no,no,no,no
